,버스정류장ARS번호,역명,00시~06시승하차총승객수,06시~11시승하차총승객수,11시~14시승하차총승객수,14시~17시승하차총승객수,17시~21시승하차총승객수,21시~24시승하차총승객수
2876,9112,국립419묘지삼거리.윤극영가옥(00007),553,4101,2204,3023,4451,2392
2877,9113,국립419묘지삼거리.윤극영가옥(00089),454,3876,1781,1814,2077,659
2878,9114,인수동백운교회입구(00010),960,7886,4234,4221,5692,2008
2879,9115,인수동백운교회입구(00088),748,7015,3938,5076,5670,2203
2880,9116,인수중학교(00011),1022,7296,3398,3397,3124,980
2881,9117,인수중학교(00087),685,5532,3538,4822,6114,2636
2882,9118,서울영어마을수유캠프국립재활원입구(00012),641,3771,2431,2615,3202,820
2883,9119,서울영어마을수유캠프국립재활원입구(00086),364,2964,2207,2942,3432,1556
2884,9120,인수동장미원(00009),2629,16959,6767,6489,7101,2096
2885,9121,인수동장미원(00093),788,4905,4090,5084,8733,3737
2886,9122,가오리역(00010),2868,14074,6720,6837,7905,2551
2887,9123,가오리역(00092),1794,8757,7196,10039,17559,8488
2888,9124,북부성모의원(00082),1244,5289,3803,4948,9492,4553
2889,9125,북부성모병원(00008),2159,17448,7060,6755,7875,2358
2890,9126,수유2동주민센터우이시장(00009),3410,24802,10152,9653,10730,2707
2891,9127,수유2동주민센터우이시장(00057),1130,7724,6468,9085,16740,7635
2892,9128,광산사거리(00010),2726,18799,9140,8372,9848,2541
2893,9129,광산사거리(00105),1624,8894,7194,10146,17573,8047
2894,9130,우이초등학교후문(00064),808,4230,1495,1722,2086,770
2895,9131,우이초등학교후문(00003),257,2000,1345,1773,2168,1018
2896,9132,인수동청수탕입구(00065),1533,4879,2043,1980,2050,599
2897,9133,인수동청수탕입구(00002),545,2137,2006,2894,4556,2297
2898,9134,우이초등학교(00011),2322,13741,5270,5097,5658,1556
2899,9135,우이초등학교(00091),650,4081,3639,4648,7283,3535
2900,9136,화계사입구.한신대학교대학원(00083),298,2040,1554,2283,2843,1384
2901,9137,화계사입구.한신대학교대학원(00049),932,6801,4139,4841,3184,799
2902,9138,수유동삼양탕앞(00018),311,2919,2074,2375,4271,1974
2903,9139,수유동삼양탕앞(00050),596,4043,1501,1381,1277,388
2904,9140,화계사입구사거리(00017),393,2248,2147,2888,4955,2353
2905,9141,화계사입구사거리(00051),709,4284,2098,1995,2025,501
2906,9142,강북노인종합복지관(00016),672,5392,4165,4762,7555,3190
2907,9143,강북노인종합복지관(00052),983,9999,5209,5658,6694,1905
2908,9144,신일병원(00019),1041,9851,7621,8530,12735,5329
2909,9145,신일병원(00014),1762,14883,7780,7232,8113,2318
2910,9146,강북구청(00011),4762,38855,18431,20361,24161,7791
2911,9147,강북구청(00055),2629,15395,14390,18476,29523,13000
2912,9148,강북경찰서입구(00033),559,6268,3042,2715,3668,1005
2913,9149,강북경찰서입구(00029),410,3017,2440,2993,4570,2060
2914,9150,북부시장입구(00026),1202,9961,4717,4275,4865,1510
2915,9151,북부시장입구(00031),502,4056,2714,3075,4531,2223
2916,9152,번동사거리(00013),562,3336,1526,1550,1958,765
2917,9153,번동사거리(00018),695,5508,3169,3673,6049,2271
2918,9154,북부수도사업소(00051),1272,12728,5624,6115,9684,3280
2919,9155,북부수도사업소(00002),2136,15305,6334,6119,7926,1908
2920,9156,화계사입구(00012),1342,7879,3391,3553,4337,1405
2921,9157,화계사입구(00090),742,3563,2834,4042,6444,3274
2922,9158,빨래골입구.수유1동주민센터(00010),3204,16652,7498,7788,9257,2581
2923,9159,빨래골입구.서울수유초등학교(00082),1238,7108,4919,6943,11315,5585
2924,9160,롯데마트삼양점.래미안1차아파트(00011),2895,12805,7880,8340,9558,2757
2925,9161,롯데마트삼양점.래미안1차아파트(00088),1360,8243,7389,9989,15256,6408
2926,9162,삼양초등학교(00012),1273,7106,3037,3150,3145,899
2927,9163,삼양초등학교(00080),516,3685,2748,3873,5543,2526
2928,9164,강북청소년문화정보도서관입구(00009),2056,7669,4119,4216,5351,1501
2929,9165,강북청소년문화정보도서관입구(00079),709,4942,3093,4262,7062,3443
2930,9166,삼양동사거리(00012),3972,18391,10208,10583,13476,4414
2931,9167,삼양동사거리(00078),1482,5695,5342,8102,12992,7231
2932,9168,송천초등학교.미아뉴타운입구(00015),2664,14615,5702,6493,6539,1914
2933,9169,송천초등학교.미아뉴타운입구(00077),1716,7503,4714,8700,14603,8609
2934,9170,삼양동사거리(00011),996,5535,4860,7180,11555,4554
2935,9171,삼양동사거리(00017),1220,15269,7470,7814,9469,3449
2936,9172,성암국제무역고등학교(00084),613,5277,3321,5175,7628,3214
2937,9173,성암국제무역고등학교(00018),875,10209,3676,3736,3832,957
2938,9174,삼양동사거리입구(00083),551,4203,3720,4973,8185,3506
2939,9175,삼양동사거리입구(00019),1573,15530,6954,6381,7461,2139
2940,9176,강북보건소(00003),1016,9010,3023,3702,4242,1043
2941,9177,신창교(00016),139,3400,1722,1963,2690,891
2942,9179,강북보건소(00100),380,3496,2174,2933,4062,1537
2943,9180,번동주공4단지(00004),931,3090,839,925,1237,424
2944,9181,초안교(00099),617,4151,2028,2861,5911,2508
2945,9182,번동주공3단지(00005),1611,8369,2489,2068,3571,858
2946,9183,번동주공3단지(00098),427,3041,1570,2345,4336,1768
2947,9184,번동주공1단지(00006),1242,5570,1651,1543,1912,552
2948,9185,번동주공1단지(00097),471,2449,1522,2210,4289,1753
2949,9186,오현초등학교(00042),3174,20181,9130,9226,11928,3787
2950,9187,북서울꿈의숲(00048),611,9082,5012,5154,6590,1968
2951,9188,송중동한일유엔아이(00021),770,7112,2121,2235,3298,1254
2952,9189,창문여고앞(00019),2424,18574,9100,11591,10982,3361
2953,9190,숭곡초등학교입구(00049),2584,27173,17783,17698,21060,6337
2954,9194,강북청소년수련관(00002),871,7015,4099,4985,5621,1123
2955,9195,강북청소년수련관(00033),260,4772,3702,3912,4674,1811
2956,9196,국립4.19민주묘지(00006),781,5120,2807,3366,3104,754
2957,9197,국립4.19민주묘지(00031),407,2983,3234,2988,5497,2312
2958,9198,강북중학교(00055),393,4817,1816,1835,2376,673
2959,9199,한성운수차고지(00101),550,3982,1897,2287,4452,1509
2960,9200,광산사거리(00022),279,1280,691,749,929,196
2961,9201,광산사거리(00013),461,3194,2010,2398,4372,1973
2962,9203,수유중앙시장(00013),392,2972,1813,2250,4291,2179
2963,9205,대한병원(00012),519,5278,3567,3773,6450,2547
2964,9206,삼성화재강북지점(00018),786,15091,8592,8543,10291,2265
2965,9207,강북구청사거리(00036),711,3683,2684,3752,5846,2609
2966,9208,강북구청사거리(00004),1120,7321,3180,3123,4382,1214
2967,9209,수송초등학교(00084),602,3330,1753,2333,4216,1759
2968,9210,수송초등학교(00003),1067,8091,2696,2883,3257,954
2969,9211,수유중학교혜화여고(00020),1476,7165,2485,5893,3715,1411
2970,9212,혜화여고(00048),606,6609,2051,3983,3704,1698
2971,9213,서울정인학교(00021),1010,5302,1854,2394,2865,1327
2972,9214,우광타운(00047),576,3462,1489,2224,3267,1843
2973,9215,구세군강북종합사회복지관입구(00022),1203,8674,2921,3500,5067,2289
2974,9216,구세군강북종합사회복지관입구(00046),861,5988,2682,3467,4997,2464
2975,9217,솔샘중고등학교.팔팔.미송경로당(00045),1203,5823,3213,6082,8169,4622
2976,9218,솔샘중고등학교.팔팔.미송경로당(00023),952,4577,2187,3819,3174,1296
2977,9219,동북프라자(00029),1132,6380,4482,4997,5097,1485
2978,9220,동북시장(00125),945,6500,8521,11714,17222,5760
2979,9221,두산위브아파트입구(00006),2182,8807,4202,4297,5004,1374
2980,9222,두산위브아파트입구(00126),979,3727,2844,3546,6053,3329
2981,9223,삼각산동SK아파트북한산시티미양초등학교(00005),2622,11605,4429,5082,6025,1731
2982,9224,삼양동벽산라이브파크미양초등학교(00026),1267,5088,2714,4638,9973,5495
2983,9225,SK아파트.벽산아파트상가(00008),520,5054,2522,2945,3986,1572
2984,9226,SK아파트.벽산아파트상가(00024),461,6054,3551,4880,7795,3457
2985,9227,솔샘터널(00025),430,4834,2618,3143,3197,965
2986,9228,번동주공아파트3단지4단지(00005),664,3821,715,600,494,115
2987,9229,번동주공아파트3단지4단지(00028),147,376,268,407,1073,559
2988,9230,번동초등학교(00027),219,742,358,569,1339,487
2989,9231,번동한솔솔파크(00033),156,1402,930,1629,3794,1670
2990,9232,번동한솔솔파크(00002),612,5252,1442,1266,1150,277
2991,9233,번동해모로아파트(00025),161,419,205,255,709,209
2992,9234,번동해모로아파트(00003),513,6684,2167,1826,1691,410
2993,9235,강북문화정보도서관(00024),115,389,212,382,885,293
2994,9236,강북문화정보도서관(00004),397,6041,2391,1974,2212,419
2995,9237,동문굿모닝힐(00023),1570,10823,14284,18592,19906,5680
2996,9238,동문굿모닝힐(00009),102,545,196,196,190,122
2997,9239,북서울꿈의숲(00006),83,753,1626,2069,2537,826
2998,9240,꿈의숲롯데캐슬아파트(00029),143,2398,1613,2273,3495,1660
2999,9241,꿈의숲롯데캐슬아파트(00007),279,6459,2174,2018,1856,384
3000,9242,경남아너스빌.꿈의숲해링턴아파트(00028),211,1960,1476,2270,3896,2001
3001,9243,경남아너스빌.꿈의숲해링턴아파트(00008),210,4337,1611,1660,1611,370
3002,9244,송중초등학교(00003),566,6307,3779,5203,7882,3103
3003,9245,송중초등학교(00013),965,16799,4523,3836,3693,937
3004,9246,수유3동우체국(00059),387,5738,2761,2585,3145,807
3005,9247,수유3동우체국(00010),334,2125,1928,2681,4909,2028
3006,9248,수유역.노스페이스문화센터(00082),2632,16739,10486,14922,30723,14493
3007,9249,수유역.강북구청(00010),2246,31087,14195,15799,28331,11462
3008,9253,미아역8번출구.신일중고(00037),64,2130,460,509,572,185
3009,9260,미아사거리역(00035),67,1417,832,1056,1060,295
3010,9261,미아사거리역(00018),1841,12280,8373,11333,20190,8530
3011,9263,한신대학교(00066),762,6868,2526,1941,1874,452
3012,9266,수유사거리(00086),864,3349,2329,2434,4147,2138
3013,9267,수유사거리(00016),1127,6398,3609,3542,4130,1554
3014,9269,송중동주민센터앞(00042),28,629,320,398,462,205
3015,9270,송중동경남아너스빌정문(00005),121,1177,903,1209,2044,803
3016,9271,북서울꿈의숲(00022),68,1906,1796,2296,2740,1017
3017,9272,수유역.강북구청(00024),1910,22845,9723,10160,14642,5209
3018,9273,강북구보건소삼각산분소(00016),152,2056,1263,1993,3205,1656
3019,9274,강북구보건소삼각산분소(00002),207,3078,1967,2292,3402,949
3020,9275,삼각산동삼각산아이원아파트후문(00014),193,2670,1563,2704,4510,2759
3021,9276,삼각산동삼각산아이원아파트후문(00004),251,6796,2734,2295,2571,607
3022,9277,롯데백화점미아점(00017),4654,83075,32183,27809,32426,7460
3023,9278,우이동주민센터입구(00090),103,630,551,637,828,423
3024,9283,솔샘터널(00043),298,2456,1884,2902,4381,1662
3025,9286,우이동도선사입구(00073),202,1146,1617,2044,2332,813
3026,9289,우이동차고지기점(00002),28,186,82,136,131,31
3027,9290,한성운수종점(00085),790,3378,2006,2779,5596,2103
3028,9291,화계사입구.종점(00001),160,3799,930,2431,1080,268
3029,9293,SK아파트벽산아파트상가(00031),303,7466,3115,3313,4957,1765
3030,9294,우이동차고지종점(00100),90,1209,908,606,601,234
3031,9295,삼각산동삼각산아이원아파트정문(00003),215,4761,2266,2952,4532,1405
3032,9298,삼각산동삼각산아이원아파트정문(00015),302,3540,1730,2841,5849,3674
3033,9303,삼각산고.래미안트리베라(00010),78,1637,849,919,713,255
3034,9302,삼각산고.래미안트리베라(00013),244,1982,1419,2683,4556,2705
3035,9739,미아사거리역2번출구(00011),1774,15444,12120,15603,25348,11978
3036,9304,방천시장입구(00016),441,3506,2966,3809,6093,2192
3037,9305,화계사입구.한신대학교대학원(00086),108,2525,1167,1416,2098,1056
3038,9307,삼각산119안전센터(00006),68,1109,1060,1359,2112,670
3039,9308,삼각산119안전센터(00025),30,562,221,330,343,189
3040,9306,미아사거리역.롯데백화점(00015),522,3371,3599,4871,10554,6822
3041,9311,무량사입구(00032),393,2722,2648,2958,3769,1684
3042,9310,무량사입구(00005),395,4855,2574,2450,2466,593
3043,9312,꿈의숲주차장입구(00045),527,9818,4807,5367,5809,1961
3044,9314,대한병원(00042),140,1197,517,469,402,279
3045,9313,수유중앙시장(00041),830,6236,2385,2309,3259,1462
3046,9013,수유(강북구청)역(00006),24055,111080,53885,56729,73953,28096
3047,9903,우이3교(00050),74,915,533,575,825,262
3048,10301,창번교(00011),88,1068,340,473,377,100
3049,9255,영신여객차고지(우이동종점)(00001),511,5509,5624,6709,4747,1189
3050,9256,영신여객차고지(우이동종점)(00064),366,7778,5480,4368,5234,2408
3051,10342,한국사회봉사회(00074),226,1717,893,979,1220,327
3052,10343,한국사회봉사회(00035),376,1790,1036,875,1376,596
3053,9905,당진슈퍼(00023),135,1320,2244,3462,5083,2270
3054,9896,보람빌딩(00018),61,1576,782,806,1162,556
3055,9895,광산사거리(00019),151,2501,2194,3117,6073,3018
3056,9893,현대백화점.E마트.빅토리아호텔(00050),390,1883,1665,1710,1530,324
3057,9890,번3동주민센터(00045),185,2186,1340,1392,1358,438
3058,9888,주공1.2단지한진아파트(00044),99,1222,771,835,806,342
3059,9887,오현초등학교(00044),52,1563,645,598,701,266
3060,9886,주공1.2단지한진아파트(00043),94,2195,1165,1094,1301,304
3061,9885,신원아파트.북서울꿈의숲교회(00042),481,4496,2774,2482,2974,890
3062,9884,기산아파트.2단지후문(00041),281,2990,2205,2205,2989,1261
3063,9883,주공3단지정문(00041),99,2049,1469,1592,1811,809
3064,9881,번동슈퍼(00033),28,660,340,403,479,157
3065,9880,아카데미하우스.통일교육원(00036),1,1345,761,632,302,57
3066,9875,백련사(00034),29,659,661,817,1036,492
3067,9873,강북보건소앞.번2동주민센터(00001),113,3565,1923,2317,1638,442
3068,9872,금호.현대아파트(00036),99,1910,1368,1911,3124,1461
3069,9870,강북문화정보도서관.해모로아파트(00032),156,1258,1458,2436,5716,3073
3070,9868,로얄공인중계사무소(00034),28,623,553,807,1624,864
3071,9863,주공5단지(00034),44,1142,956,1218,1755,952
3072,9505,본원정사(00001),57,333,260,188,244,26
3073,9861,본원정사(00032),29,686,336,223,235,108
3074,9859,청화슈퍼(00032),41,594,336,481,988,536
3075,9518,청화슈퍼(00005),185,1909,689,801,924,289
3076,9857,국립4.19민주묘지삼거리.윤극영가옥(00030),9,340,449,430,499,181
3077,9856,모아빌라(00031),12,201,171,246,333,243
3078,9854,금강슈퍼(00031),92,1225,848,1358,2747,1654
3079,9853,벽산아파트(00029),63,1434,827,1223,1633,976
3080,9851,해청빌라(00030),14,136,193,326,546,369
3081,9848,영순슈퍼(00030),86,1308,858,1374,2737,1936
3082,9845,인수초중학교(00028),29,468,447,683,1110,563
3083,9844,기도원입구(00029),15,211,231,199,252,167
3084,9843,우광슈퍼(00025),38,230,369,658,1179,710
3085,9841,당진슈퍼(00029),332,3018,3064,5382,9735,6118
3086,9837,형제슈퍼(00028),29,493,727,1073,2036,1008
