,index,기준년코드,기준분기코드,상권구분코드명,상권코드,상권코드명,서비스업종코드,서비스업종코드명,분기당매출금액,주중매출금액,주말매출금액,월요일매출금액,화요일매출금액,수요일매출금액,목요일매출금액,금요일매출금액,토요일매출금액,일요일매출금액,시간대00~06매출금액,시간대06~11매출금액,시간대11~14매출금액,시간대14~17매출금액,시간대17~21매출금액,시간대21~24매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,점포수
1686,1686,2022,1,발달상권,2120091,본서부병원,CS100003,일식음식점,13681431,9224923.0,4456508.0,,1895126.0,2774582.0,2176436.0,2378779.0,2605798.0,1850710.0,,,6416780.0,2447871.0,4816780.0,,6078221.0,7445283.0,,3300403.0,4129382.0,2695320.0,2180306.0,1218092.0,4
1687,1687,2022,1,발달상권,2120090,연신내역,CS100003,일식음식점,139417311,92758219.0,46659092.0,20142205.0,20790163.0,18414137.0,16936509.0,16475205.0,24948143.0,21710949.0,0.0,0.0,0.0,1732232.0,83887754.0,53797325.0,65837933.0,73579378.0,1137721.0,68586712.0,40173138.0,17526659.0,9600793.0,2392288.0,4
1688,1688,2022,1,발달상권,2120089,구파발역,CS100003,일식음식점,135255171,77142084.0,55822173.0,5217849.0,24729453.0,20257509.0,17077021.0,9860252.0,27362024.0,28460149.0,0.0,1071682.0,36910129.0,34361779.0,60038231.0,582436.0,45125601.0,82375408.0,2290914.0,20968278.0,28115449.0,20712027.0,30652586.0,27052668.0,3
1689,1689,2022,1,발달상권,2120088,구산역,CS100003,일식음식점,105350811,80970341.0,24380470.0,20248976.0,14112133.0,15155156.0,13588866.0,17865210.0,12763873.0,11616597.0,0.0,400970.0,29335954.0,11173024.0,53970538.0,10470325.0,49124868.0,44908570.0,786903.0,14287558.0,13869546.0,23189589.0,30445137.0,11454706.0,*
1690,1690,2022,1,발달상권,2120087,응암역,CS100003,일식음식점,111318667,86798319.0,24520348.0,15660188.0,13064577.0,19284149.0,14709237.0,24080168.0,21025319.0,3495029.0,372235.0,645267.0,12172488.0,11962995.0,57341595.0,28824087.0,61851041.0,45776595.0,869744.0,13559885.0,23194795.0,28245393.0,22951205.0,18806613.0,5
1691,1691,2022,1,발달상권,2120086,태릉입구역,CS100003,일식음식점,91637349,77013269.0,13823982.0,8931779.0,16658403.0,11500644.0,19009960.0,20912483.0,11179383.0,2644599.0,800098.0,0.0,16817325.0,5539610.0,47452400.0,21027916.0,52198081.0,29691510.0,97722.0,15928666.0,24887931.0,20020037.0,17168512.0,3786723.0,8
1692,1692,2022,1,발달상권,2120085,은행사거리,CS100003,일식음식점,173225669,133586808.0,39638861.0,12979008.0,24697559.0,32952721.0,28791681.0,34165839.0,27865019.0,11773842.0,0.0,94583.0,47374633.0,20142353.0,95077465.0,10536635.0,74802814.0,59986643.0,3561053.0,11076573.0,11169285.0,53168865.0,42321801.0,13491883.0,5
1693,1693,2022,1,발달상권,2120084,공릉역,CS100003,일식음식점,50386514,44322747.0,6063767.0,7485007.0,6846445.0,10233497.0,11970885.0,7786913.0,6063767.0,0.0,0.0,0.0,12235195.0,2062080.0,24856032.0,11233207.0,27937759.0,14735893.0,979773.0,16140613.0,14628231.0,1988027.0,7632542.0,1304465.0,*
1694,1694,2022,1,발달상권,2120081,노원역,CS100003,일식음식점,1387911381,1069448432.0,318462949.0,204165408.0,219198222.0,194764628.0,235429575.0,215890599.0,201067689.0,117395260.0,423412.0,2959106.0,343221715.0,190740256.0,664262967.0,186303925.0,669790816.0,437116261.0,29074410.0,233721725.0,221212392.0,179251377.0,286890474.0,156756701.0,38
1695,1695,2022,1,발달상권,2120080,마들역,CS100003,일식음식점,89434779,62416859.0,27017920.0,11304046.0,11511086.0,11511771.0,13233170.0,14856786.0,13013980.0,14003940.0,0.0,0.0,36333775.0,9277444.0,42237742.0,1585818.0,42882285.0,38739261.0,1601298.0,13129315.0,14360983.0,23233032.0,18594480.0,10702440.0,*
1696,1696,2022,1,발달상권,2120079,창동역,CS100003,일식음식점,353704137,250233540.0,103470597.0,32925199.0,53473975.0,51545448.0,51188720.0,61100198.0,60789320.0,42681277.0,0.0,5832082.0,154183048.0,81163439.0,90498440.0,22027128.0,201689054.0,145209087.0,7777783.0,81515232.0,89577341.0,68264040.0,69685780.0,30077964.0,10
1697,1697,2022,1,발달상권,2120078,미아사거리역,CS100003,일식음식점,151666904,105095972.0,45689555.0,19785009.0,19786705.0,19079768.0,24281127.0,22163363.0,28993728.0,16695827.0,881377.0,0.0,18975408.0,19164147.0,79634671.0,33011301.0,87214686.0,48977274.0,366235.0,22081506.0,28322577.0,32108310.0,35162039.0,18151288.0,8
1698,1698,2022,1,발달상권,2120077,미아역,CS100003,일식음식점,177324606,144682552.0,32642054.0,24283941.0,22829350.0,29635791.0,30073766.0,37859704.0,29289872.0,3352182.0,1843129.0,0.0,24449602.0,11113071.0,101733172.0,38185632.0,109222442.0,54946598.0,534633.0,18148482.0,28451017.0,43257009.0,50032004.0,23745897.0,6
1699,1699,2022,1,발달상권,2120076,수유역,CS100003,일식음식점,2476524405,1538071829.0,938452576.0,314395963.0,260652589.0,317617576.0,309223125.0,336182576.0,507948391.0,430504185.0,842688.0,1816061.0,523079620.0,576192500.0,1183246190.0,191347346.0,1450918449.0,969700853.0,40698613.0,451721650.0,494831417.0,588151850.0,494260259.0,350955519.0,23
1700,1700,2022,1,발달상권,2120075,월곡역,CS100003,일식음식점,31880116,27641982.0,4238134.0,3545946.0,6001999.0,7635320.0,3539873.0,6918844.0,4238134.0,0.0,0.0,0.0,9071307.0,1681895.0,14915437.0,6211477.0,15273675.0,6852055.0,0.0,1812440.0,3476119.0,5698408.0,8536986.0,2601777.0,7
1701,1701,2022,1,발달상권,2120074,안암역,CS100003,일식음식점,108879484,86295519.0,22381253.0,17295557.0,15809036.0,18557208.0,19246395.0,15387323.0,18586587.0,3794666.0,0.0,131594.0,48909954.0,5244788.0,50595770.0,202712.0,58840755.0,43727745.0,2147849.0,55208537.0,19816819.0,8526019.0,14172745.0,2696530.0,3
1702,1702,2022,1,발달상권,2120072,성신여대,CS100003,일식음식점,974715689,666376756.0,301313595.0,113357403.0,128763787.0,128721230.0,147355701.0,148178635.0,157580092.0,143733503.0,7025338.0,2105648.0,195027302.0,180834726.0,486120682.0,103601993.0,487281194.0,431951783.0,21005310.0,219580229.0,195945086.0,172003872.0,217880067.0,92818410.0,25
1703,1703,2022,1,발달상권,2120071,성북구청,CS100003,일식음식점,26636260,10899011.0,15471946.0,0.0,1040264.0,2634984.0,2656106.0,4567657.0,9452145.0,6019801.0,0.0,0.0,0.0,0.0,18640264.0,7730693.0,19855243.0,5581061.0,265303.0,3197134.0,6901193.0,3142393.0,10184586.0,2010998.0,*
1704,1704,2022,1,발달상권,2120070,한성대입구역,CS100003,일식음식점,18998538,17196545.0,1801993.0,3677662.0,3169235.0,2613003.0,2580382.0,5156263.0,1801993.0,,,,89987.0,1055662.0,12468282.0,5384607.0,13076282.0,5922256.0,,3886690.0,3257477.0,5887419.0,3298880.0,2668072.0,*
1705,1705,2022,1,발달상권,2120069,상봉역,CS100003,일식음식점,2380486365,1343471975.0,1036386771.0,244441532.0,257301560.0,284202625.0,273694512.0,283831746.0,518490180.0,517896591.0,627619.0,807673.0,564227503.0,735878425.0,999222656.0,79722489.0,1378440036.0,988981675.0,44234327.0,449386386.0,505646137.0,611898781.0,488590263.0,267665815.0,5
1706,1706,2022,1,발달상권,2120068,사가정역,CS100003,일식음식점,79982564,51436669.0,28545895.0,4414097.0,11543117.0,12003149.0,12049116.0,11427190.0,17240153.0,11305742.0,0.0,0.0,16198640.0,14181860.0,40342544.0,9259520.0,47657717.0,27908541.0,366268.0,10658979.0,11124500.0,13798955.0,21766973.0,17850584.0,5
1707,1707,2022,1,발달상권,2120067,장안동사거리,CS100003,일식음식점,456426556,308413688.0,148012868.0,44621414.0,56468421.0,58914216.0,67801627.0,80608010.0,97871618.0,50141250.0,6752603.0,621978.0,90524766.0,55922826.0,245908271.0,56696112.0,260012067.0,146150044.0,6833596.0,69141762.0,117732610.0,92918656.0,94593872.0,24941614.0,17
1708,1708,2022,1,발달상권,2120066,장한평역(장한평),CS100003,일식음식점,98388978,76623778.0,21765200.0,14111022.0,11798367.0,10672110.0,20977911.0,19064368.0,13050372.0,8714828.0,0.0,0.0,16850124.0,410046.0,51971861.0,20442119.0,46280435.0,13881397.0,0.0,2695364.0,22071366.0,17692083.0,11661685.0,6041332.0,10
1709,1709,2022,1,발달상권,2120065,회기역,CS100003,일식음식점,138018590,97098275.0,40920315.0,15484393.0,17677168.0,12407949.0,18797502.0,32731263.0,30525614.0,10394701.0,187283.0,0.0,42351.0,2150466.0,72473161.0,63165329.0,84666924.0,34781284.0,850120.0,27700176.0,27631024.0,25058168.0,32242500.0,5966219.0,4
1710,1710,2022,1,발달상권,2120064,경희대학교(경희대),CS100003,일식음식점,243364104,190457948.0,52906156.0,34881721.0,34840739.0,38797639.0,38348240.0,43589609.0,32666218.0,20239938.0,0.0,276019.0,85922640.0,24055444.0,101686486.0,31423515.0,108937958.0,94685403.0,3103438.0,97640372.0,36116492.0,25402280.0,32950571.0,8410204.0,9
1711,1711,2022,1,발달상권,2120063,청량리역(청량리),CS100003,일식음식점,353643828,226769031.0,126808414.0,42575937.0,43487641.0,46663564.0,46051884.0,47990005.0,64505314.0,62303100.0,66383.0,209105.0,117837035.0,93452225.0,134226300.0,7852780.0,175635169.0,168583176.0,2224186.0,82153116.0,102904909.0,82493901.0,53399706.0,21042528.0,6
1712,1712,2022,1,발달상권,2120062,신설동역,CS100003,일식음식점,407456182,262521540.0,144934642.0,33230923.0,36357665.0,66004762.0,54470199.0,72457991.0,82785578.0,62149064.0,0.0,617916.0,156737282.0,54486983.0,162581197.0,33032804.0,249544948.0,109249159.0,443221.0,57293806.0,73005862.0,63569982.0,70289477.0,94191760.0,8
1713,1713,2022,1,발달상권,2120061,올림픽대교북단,CS100003,일식음식점,93622383,80944958.0,12677425.0,16506569.0,6378273.0,13607629.0,19598891.0,24853596.0,10732299.0,1945126.0,0.0,0.0,12457930.0,9731034.0,51250920.0,20182499.0,39178683.0,15190236.0,0.0,2016873.0,5327938.0,13158859.0,23634525.0,10230722.0,*
1714,1714,2022,1,발달상권,2120060,강변역(테크노마트),CS100003,일식음식점,311438352,220858233.0,90580119.0,43706535.0,42799956.0,40202301.0,44626274.0,49523167.0,53097392.0,37482727.0,0.0,1825354.0,163308475.0,69000633.0,77002596.0,301294.0,160767376.0,93771407.0,3072994.0,54566419.0,61853081.0,55854860.0,44832067.0,34359361.0,10
1715,1715,2022,1,발달상권,2120059,구삼강변맛길,CS100003,일식음식점,625853068,429633282.0,196172827.0,92845162.0,80096020.0,83572787.0,78755031.0,94364282.0,106467919.0,89704908.0,0.0,46959.0,174382411.0,103556922.0,327498774.0,20368002.0,288996271.0,257419668.0,9922429.0,109988846.0,92677643.0,119012555.0,138002757.0,76811710.0,12
1716,1716,2022,1,발달상권,2120058,구의사거리,CS100003,일식음식점,33222627,31791402.0,1214267.0,4587620.0,8261916.0,5084524.0,6204310.0,7653032.0,1214267.0,0.0,0.0,0.0,11113867.0,251952.0,21132447.0,507403.0,14553708.0,6197312.0,216958.0,1438224.0,4944552.0,5088023.0,7460568.0,1819651.0,*
1717,1717,2022,1,발달상권,2120057,아차산역,CS100003,일식음식점,213756215,139390569.0,74365646.0,15281273.0,29972380.0,21018458.0,33525814.0,39592644.0,46971110.0,27394536.0,482139.0,0.0,20642422.0,14083584.0,145414963.0,33133107.0,128264408.0,63650890.0,1077097.0,40135807.0,50350637.0,39345973.0,47153471.0,13852311.0,8
1718,1718,2022,1,발달상권,2120056,구의역,CS100003,일식음식점,733110372,563883152.0,169153807.0,106023053.0,101009172.0,104418386.0,94840090.0,157592451.0,139018783.0,30135024.0,4024884.0,73413.0,97470794.0,35088948.0,406199280.0,190253053.0,428520554.0,198645903.0,947647.0,150108653.0,188692236.0,125178387.0,104085726.0,58153805.0,22
1719,1719,2022,1,발달상권,2120055,군자역,CS100003,일식음식점,530365142,417417212.0,111732182.0,68218991.0,77339830.0,86995585.0,93360084.0,91502722.0,86371478.0,25360704.0,1215748.0,1169201.0,114196912.0,35612453.0,291163685.0,87007143.0,255974566.0,202518377.0,2482628.0,151427131.0,164567739.0,73242130.0,45044307.0,21729002.0,24
1720,1720,2022,1,발달상권,2120054,어린이대공원역,CS100003,일식음식점,313563940,256120905.0,57443035.0,61558270.0,32497901.0,50931163.0,58384317.0,52749254.0,30015069.0,27427966.0,0.0,285212.0,150834694.0,50922746.0,109478484.0,2042804.0,148431856.0,98409138.0,4807580.0,138529539.0,35126150.0,19791020.0,38357115.0,10229588.0,10
1721,1721,2022,1,발달상권,2120053,건대입구역(건대),CS100003,일식음식점,1261908933,867103627.0,394805306.0,145675553.0,168041412.0,175867674.0,204567149.0,172951839.0,218864444.0,175940862.0,2363706.0,525262.0,401786118.0,206266356.0,562261467.0,88706024.0,635822517.0,462323916.0,33592216.0,475197842.0,250423262.0,144391558.0,145463991.0,49077571.0,41
1722,1722,2022,1,발달상권,2120052,성수역,CS100003,일식음식점,511252162,458168709.0,52677773.0,82312696.0,86479332.0,87569986.0,102876025.0,98930670.0,51597440.0,1080333.0,405680.0,1164094.0,173539198.0,27291817.0,237418880.0,71432493.0,223256490.0,139488301.0,1897572.0,92770618.0,123141040.0,74644222.0,47570817.0,22720522.0,17
1723,1723,2022,1,발달상권,2120051,뚝섬역,CS100003,일식음식점,38126605,26733712.0,11392893.0,5490573.0,8864038.0,2657411.0,5057092.0,4664598.0,10152685.0,1240208.0,0.0,0.0,0.0,0.0,20431443.0,17695162.0,18744091.0,12800782.0,0.0,10403585.0,13200108.0,7705187.0,235993.0,0.0,14
1724,1724,2022,1,발달상권,2120049,왕십리역(왕십리),CS100003,일식음식점,748331942,533159181.0,214985673.0,100864716.0,105737991.0,101922595.0,118395131.0,106238748.0,117845051.0,97140622.0,187088.0,3377233.0,241526215.0,128278318.0,356117617.0,18845471.0,345616576.0,250389549.0,10732172.0,256011973.0,138013895.0,73282836.0,89711460.0,28253791.0,8
1725,1725,2022,1,발달상권,2120047,한남오거리,CS100003,일식음식점,715942484,551908982.0,164033502.0,107396373.0,102065894.0,129845475.0,86586003.0,126015237.0,132503601.0,31529901.0,6545249.0,0.0,106367536.0,38981302.0,422229029.0,141819368.0,292201332.0,179837760.0,910029.0,76751097.0,140008976.0,89145962.0,86109384.0,79113640.0,11
1726,1726,2022,1,발달상권,2120046,이태원(이태원역),CS100003,일식음식점,683029765,468410142.0,214619623.0,62999663.0,79709621.0,121753078.0,99102642.0,104845138.0,159489189.0,55130434.0,79842.0,503016.0,68491122.0,30732447.0,351147598.0,232075740.0,268222238.0,230789931.0,3599755.0,147730659.0,189428351.0,75781531.0,54693938.0,27777938.0,20
1727,1727,2022,1,발달상권,2120045,남영동 먹자골목,CS100003,일식음식점,564867507,457298041.0,107569466.0,90696517.0,79953526.0,89643047.0,94253676.0,102751275.0,70220165.0,37349301.0,1249806.0,546064.0,127192807.0,34963440.0,303543293.0,97372097.0,313058830.0,144537778.0,3829555.0,98809951.0,131120200.0,90565842.0,76353025.0,56918035.0,15
1728,1728,2022,1,발달상권,2120044,삼각지역,CS100003,일식음식점,99845157,85444225.0,14400932.0,13223744.0,16233422.0,15219733.0,19295419.0,21471907.0,13349311.0,1051621.0,0.0,0.0,22078813.0,3103853.0,51649776.0,21961094.0,50382336.0,34594938.0,47088.0,29122322.0,30238034.0,13325767.0,7819144.0,4424919.0,5
1729,1729,2022,1,발달상권,2120043,서울역,CS100003,일식음식점,1679986071,1514317040.0,165669031.0,287412280.0,293459757.0,291289673.0,342625827.0,299529503.0,137696371.0,27972660.0,0.0,7760968.0,1074479323.0,107206083.0,450788602.0,39751095.0,532758981.0,444800659.0,3619639.0,257455893.0,331297047.0,199361368.0,132913900.0,52911787.0,16
1730,1730,2022,1,발달상권,2120042,"숙대입구역(남영역, 남영동)",CS100003,일식음식점,210170726,148136140.0,62034586.0,22543960.0,32243148.0,28308703.0,35093096.0,29947233.0,38328608.0,23705978.0,0.0,81065.0,29324298.0,11109217.0,120389320.0,49266826.0,117924433.0,55654252.0,455991.0,32748540.0,72983697.0,27990523.0,26121719.0,13278215.0,6
1731,1731,2022,1,발달상권,2120041,신용산역(용산역),CS100003,일식음식점,1472505596,1149957074.0,322275157.0,199914282.0,200910332.0,225553309.0,243421602.0,280157549.0,223375887.0,98899270.0,273365.0,367743.0,399013288.0,143339906.0,733291818.0,196219476.0,617517666.0,423751947.0,12566253.0,305867549.0,358692483.0,169062620.0,135016326.0,60064381.0,33
1732,1732,2022,1,발달상권,2120040,용산전자상가(용산역),CS100003,일식음식점,308884892,261688884.0,47196008.0,52212538.0,46816915.0,53670338.0,54781931.0,54207162.0,26307803.0,20888205.0,0.0,0.0,228335120.0,32249400.0,42305555.0,5994817.0,142758516.0,53849204.0,1294912.0,38073710.0,69992893.0,55739093.0,24158304.0,7348808.0,6
1733,1733,2022,1,발달상권,2120039,신당역,CS100003,일식음식점,1056141491,831408453.0,224733038.0,128764344.0,163162268.0,178628595.0,167546407.0,193306839.0,212582574.0,12150464.0,3562401.0,0.0,269069976.0,131572730.0,533507671.0,118428713.0,513025309.0,357951884.0,1921066.0,180072109.0,240082279.0,146133094.0,172527471.0,130241174.0,19
1734,1734,2022,1,발달상권,2120038,약수역,CS100003,일식음식점,577039588,400937778.0,176101810.0,83426173.0,77850727.0,73734092.0,77841639.0,88085147.0,108110938.0,67990872.0,0.0,3085258.0,139657431.0,79248760.0,289226213.0,65821926.0,308693214.0,198334079.0,2745552.0,79132096.0,112460036.0,98096418.0,115558290.0,99034898.0,12
1735,1735,2022,1,발달상권,2120037,동대문역사문화공원역,CS100003,일식음식점,437277135,408280036.0,28997099.0,56137953.0,83423926.0,72453193.0,97638814.0,98626150.0,28997099.0,0.0,0.0,2027462.0,201283386.0,18670679.0,174667613.0,40627995.0,163530434.0,75839626.0,0.0,36689739.0,39313216.0,66362344.0,69782994.0,27221767.0,10
1736,1736,2022,1,발달상권,2120036,장충동족발거리(남소영길),CS100003,일식음식점,20083076,12425663.0,7202427.0,600581.0,2083835.0,5823818.0,2147533.0,1769896.0,6155959.0,1046468.0,0.0,0.0,454986.0,828075.0,12334667.0,6465348.0,14636895.0,1128365.0,0.0,1037368.0,2238530.0,2811812.0,6019463.0,3658087.0,*
1737,1737,2022,1,발달상권,2120034,중구청(퇴계로4가),CS100003,일식음식점,92131434,90670037.0,1461397.0,17925551.0,13566177.0,19833639.0,16497243.0,22847427.0,1461397.0,0.0,0.0,0.0,46488971.0,5922794.0,32076287.0,7643382.0,32321692.0,19447610.0,137868.0,9818933.0,13155331.0,4952206.0,14423714.0,9281250.0,3
1738,1738,2022,1,발달상권,2120032,충무로역,CS100003,일식음식점,520818643,467181708.0,53474381.0,76355554.0,88366705.0,93810956.0,112638343.0,96010150.0,51691606.0,1782775.0,0.0,162554.0,271273533.0,35805475.0,179823629.0,33753452.0,225206283.0,124776386.0,1990232.0,73787599.0,68235694.0,56828133.0,75519943.0,73621066.0,14
1739,1739,2022,1,발달상권,2120031,을지로3가역,CS100003,일식음식점,638464261,586281229.0,50097621.0,104812568.0,104802993.0,132841259.0,133424722.0,110399687.0,48449699.0,1647922.0,0.0,0.0,195229420.0,17101316.0,326680320.0,95719872.0,238892368.0,160361047.0,2085411.0,68172341.0,122033220.0,89258265.0,71800471.0,47989117.0,18
1740,1740,2022,1,발달상권,2120030,중부경찰서(영화인의거리),CS100003,일식음식점,902710502,823034267.0,79676235.0,135044218.0,178784443.0,173891312.0,152860280.0,182454014.0,59291055.0,20385180.0,0.0,2921272.0,336860910.0,34332330.0,314859545.0,213736445.0,297177436.0,152935551.0,1672275.0,89051424.0,114401544.0,107695171.0,65831207.0,71461365.0,10
1741,1741,2022,1,발달상권,2120029,을지로2가,CS100003,일식음식점,235217987,151825684.0,83392303.0,28477218.0,26426814.0,30854157.0,33617965.0,32449530.0,43519039.0,39873264.0,0.0,0.0,65337971.0,71871907.0,94102118.0,3905991.0,124360773.0,92832819.0,8800801.0,70887234.0,44159215.0,33517103.0,34710869.0,25118369.0,3
1742,1742,2022,1,발달상권,2120028,명동(명동거리),CS100003,일식음식점,1318462498,876162201.0,442300297.0,174045393.0,167048789.0,164630869.0,195359629.0,175077521.0,229946878.0,212353419.0,0.0,2367330.0,501286009.0,239507853.0,569867407.0,5433899.0,527073902.0,656823082.0,19878172.0,515752891.0,377175469.0,147159782.0,96315567.0,27615096.0,24
1743,1743,2022,1,발달상권,2120026,을지로입구역,CS100003,일식음식점,2010809652,1869991298.0,140818354.0,346143056.0,398624172.0,376954221.0,390839318.0,357430531.0,111173944.0,29644410.0,0.0,3036333.0,877765582.0,49932867.0,751148077.0,328926793.0,721795828.0,317728154.0,620976.0,143151537.0,359825891.0,289309829.0,178044327.0,68571423.0,16
1744,1744,2022,1,발달상권,2120025,롯데백화점(시청광장 지하쇼핑센터),CS100003,일식음식점,217520583,217304121.0,216462.0,36174062.0,40613145.0,41323099.0,52434520.0,46759295.0,216462.0,0.0,0.0,0.0,116095369.0,3951587.0,85826117.0,11647510.0,72525203.0,67163393.0,75992.0,30203384.0,46844498.0,32958907.0,21951342.0,7654473.0,6
1745,1745,2022,1,발달상권,2120023,서울시청,CS100003,일식음식점,1009125506,848611000.0,160514506.0,159947623.0,151205127.0,161044742.0,189324445.0,187089063.0,104962976.0,55551530.0,0.0,5758079.0,450204746.0,95449364.0,368322708.0,89390609.0,343031548.0,304901750.0,2261340.0,149588730.0,217800312.0,139275480.0,104900220.0,34107215.0,10
1746,1746,2022,1,발달상권,2120021,시청역_8번,CS100003,일식음식점,1320678544,1266601617.0,54076927.0,256743611.0,255621361.0,232585040.0,279590572.0,242061033.0,54076927.0,0.0,0.0,1718707.0,546176793.0,9571009.0,534150678.0,229061357.0,532278100.0,255248476.0,391218.0,169491850.0,280745479.0,212177856.0,96078964.0,28641212.0,9
1747,1747,2022,1,발달상권,2120020,시청역_1번,CS100003,일식음식점,640902166,587273252.0,53628914.0,104158594.0,115905116.0,120961910.0,125141456.0,121106176.0,38530951.0,15097963.0,0.0,4096871.0,369283349.0,38338568.0,176883911.0,52299467.0,209129301.0,126425990.0,379222.0,40120177.0,79303992.0,90723148.0,85179532.0,39849220.0,8
1748,1748,2022,1,발달상권,2120016,동대문역,CS100003,일식음식점,88891192,46147946.0,42437845.0,5208337.0,7472832.0,9302788.0,8390869.0,15773120.0,24487138.0,17950707.0,0.0,305401.0,36452236.0,27694153.0,23501779.0,937623.0,56466695.0,21549417.0,0.0,2178811.0,6432388.0,8672401.0,18723082.0,42009429.0,*
1749,1749,2022,1,발달상권,2120015,종로6가,CS100003,일식음식점,144000000,122486127.0,21513873.0,25093147.0,19369325.0,24162201.0,26230558.0,27630896.0,21513873.0,0.0,0.0,0.0,55010710.0,39149938.0,43236185.0,6603167.0,84286410.0,59713590.0,3830514.0,55485742.0,43096305.0,16142411.0,17264874.0,8180154.0,3
1750,1750,2022,1,발달상권,2120013,이화사거리,CS100003,일식음식점,54576880,52527260.0,2049620.0,11341843.0,13193856.0,7228817.0,11874929.0,8887815.0,2049620.0,0.0,0.0,55147.0,35983241.0,1378668.0,15951192.0,1208632.0,17918091.0,19747126.0,0.0,4545010.0,9678250.0,9177334.0,7904364.0,6360255.0,*
1751,1751,2022,1,발달상권,2120012,대학로(혜화역),CS100003,일식음식점,3081957142,2151212872.0,930440289.0,390990145.0,407009981.0,464039232.0,428722414.0,460451100.0,509417841.0,421022448.0,303981.0,5239993.0,1147569030.0,398513444.0,1368681212.0,161649482.0,1374664708.0,1391591089.0,76571969.0,1179652573.0,720683191.0,351089839.0,338270339.0,99987889.0,44
1752,1752,2022,1,발달상권,2120009,종로3가역,CS100003,일식음식점,829084787,690559914.0,138524873.0,113014665.0,136470470.0,132662712.0,149847475.0,158564592.0,118937612.0,19587261.0,0.0,872790.0,225713058.0,87506650.0,394620950.0,120371339.0,385143262.0,250836769.0,4159187.0,168639018.0,163524192.0,111635981.0,99605028.0,88416626.0,29
1753,1753,2022,1,발달상권,2120008,인사동,CS100003,일식음식점,537755429,439633293.0,98122136.0,72336878.0,70392692.0,107664712.0,103950790.0,85288221.0,64664544.0,33457592.0,0.0,25682934.0,144788579.0,63264794.0,240233588.0,63785534.0,183110932.0,94799029.0,338481.0,19831370.0,73807711.0,66851134.0,59649811.0,57431455.0,7
1754,1754,2022,1,발달상권,2120007,북촌(안국역),CS100003,일식음식점,454063615,331516879.0,122546736.0,59768434.0,62669367.0,71993002.0,60000809.0,77085267.0,79551137.0,42995599.0,0.0,0.0,153364406.0,57304780.0,201824736.0,41569693.0,159847439.0,216126556.0,4321456.0,131800134.0,126246776.0,53201021.0,44650052.0,15754559.0,10
1755,1755,2022,1,발달상권,2120006,종각역,CS100003,일식음식점,3583460340,2991324052.0,592136288.0,527576356.0,571006579.0,583052598.0,690131294.0,619557225.0,370041932.0,222094356.0,3735794.0,9275955.0,1107190887.0,245083575.0,1765949974.0,452224155.0,1597646362.0,843038002.0,6316934.0,508752638.0,820318488.0,481134356.0,365122306.0,259039638.0,41
1756,1756,2022,1,발달상권,2120004,종로구청,CS100003,일식음식점,1163158207,993137101.0,170021106.0,175582615.0,172305859.0,179255858.0,250650575.0,215342194.0,103135588.0,66885518.0,0.0,728815.0,444415816.0,94427069.0,537343476.0,86243031.0,414336418.0,253407007.0,1258983.0,113405415.0,215056340.0,143741386.0,119229254.0,75052046.0,11
1757,1757,2022,1,발달상권,2120003,광화문역,CS100003,일식음식점,2399353013,2224083332.0,175269681.0,386854072.0,439966893.0,437380779.0,537310235.0,422571353.0,114274173.0,60995508.0,0.0,11437448.0,1119416548.0,181552296.0,822881454.0,264065267.0,766605287.0,476246958.0,641434.0,185796846.0,361556343.0,259848667.0,225489067.0,209519887.0,41
1758,1758,2022,1,발달상권,2120002,서촌(경복궁역),CS100003,일식음식점,1830746470,1321159338.0,500848191.0,257272758.0,257994587.0,232875489.0,283360687.0,289655817.0,262949581.0,237898610.0,0.0,8738941.0,596154268.0,212062573.0,855444865.0,158345823.0,776158317.0,742166156.0,8653114.0,434173687.0,377706543.0,270971264.0,244370517.0,182449347.0,11
1759,1759,2022,1,발달상권,2120001,서대문역,CS100003,일식음식점,466839133,437707444.0,28458127.0,77879058.0,94621665.0,82638560.0,101199714.0,81368447.0,27602158.0,855969.0,673562.0,1825354.0,120030254.0,21275863.0,208339431.0,114694669.0,152218062.0,85583923.0,480630.0,24816591.0,65736388.0,60540506.0,58629657.0,27598220.0,9
1760,1760,2022,1,골목상권,2111090,강일동주민센터,CS100003,일식음식점,26179339,16675850.0,7332758.0,3005367.0,3281141.0,3202349.0,2678941.0,4508052.0,5312295.0,2020463.0,2170731.0,0.0,433358.0,1564592.0,16444537.0,5566121.0,15290791.0,5498584.0,180097.0,3106671.0,3370626.0,5419792.0,5200298.0,3511889.0,3
1761,1761,2022,1,골목상권,2111089,상일여고(상일초등학교),CS100003,일식음식점,196779460,169558990.0,27220470.0,34363692.0,27693011.0,27501028.0,38016894.0,41984365.0,26545623.0,674847.0,0.0,1506505.0,66996417.0,9225683.0,90752054.0,27623954.0,107521357.0,57097246.0,2082724.0,33285019.0,47106043.0,43894969.0,22985209.0,15264639.0,8
1762,1762,2022,1,골목상권,2111088,고덕동성당,CS100003,일식음식점,13425792,10883951.0,2339034.0,3711360.0,1669774.0,1879340.0,1365564.0,2257913.0,2068625.0,270409.0,0.0,202807.0,3292227.0,392093.0,8970807.0,567858.0,8478642.0,2810920.0,0.0,270409.0,1639621.0,3071099.0,4031929.0,2276506.0,4
