기준년코드,기준분기코드,상권구분코드명,상권코드,상권코드명,서비스업종코드,서비스업종코드명,분기당매출건수,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대00~06매출건수,시간대06~11매출건수,시간대11~14매출건수,시간대14~17매출건수,시간대17~21매출건수,시간대21~24매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,점포수
2022,2,골목상권,2110023,서울대병원,CS100010,커피-음료,115160,96907,18253,18887,20837,19323,18816,19044,9664,8589,,37361,41387,20367,13707,2338,50491,61581,716,31306,41129,21441,13697,3778,9
2022,2,골목상권,2110022,경신고등학교,CS100010,커피-음료,9997,8194,1803,1539,1754,1532,1766,1603,1177,626,,1348,4738,2882,1024,5,3187,5932,41,1097,2535,2661,1840,945,7
2022,2,골목상권,2110021,성균관대학교,CS100010,커피-음료,29114,19685,9429,3815,3933,4045,3455,4437,5603,3826,19,1498,7834,10714,8344,705,10970,18013,1314,14170,4429,3403,4227,1440,16
2022,2,골목상권,2110020,서울국제고등학교,CS100010,커피-음료,12078,10012,2066,2189,2003,2055,1820,1945,1510,556,,1921,5955,2736,1460,6,7546,4519,25,9505,889,446,1048,151,11
2022,2,골목상권,2110019,창덕궁,CS100010,커피-음료,69276,50687,18589,8244,10130,10629,11078,10606,11221,7368,,13247,24113,23187,8404,325,30922,34522,35,15991,22852,13685,8463,4416,18
2022,2,골목상권,2110018,중앙고등학교,CS100010,커피-음료,71029,43523,27506,7500,8719,8425,9304,9575,15263,12243,,4963,27103,26873,11961,129,21488,42871,650,18924,21184,12767,7712,3121,20
2022,2,골목상권,2110016,평창동동측,CS100010,커피-음료,5850,3503,2347,912,566,689,765,571,1130,1217,,106,2012,2171,1472,89,2050,3245,11,622,1140,1176,1301,1046,8
2022,2,골목상권,2110015,청와대사랑채,CS100010,커피-음료,32048,19541,12507,3095,3381,4300,4177,4588,6544,5963,,1862,12276,12449,5461,,10021,21515,129,9666,9560,5479,3801,2901,5
2022,2,골목상권,2110014,경복고등학교,CS100010,커피-음료,2372,1569,803,274,326,357,259,353,471,332,,306,1082,870,114,,767,1450,5,461,766,425,450,109,4
2022,2,골목상권,2110012,성곡미술관,CS100010,커피-음료,106446,73272,33174,12738,15150,14919,14656,15809,18072,15102,,7441,43618,34941,19258,1188,39280,57989,487,24794,32032,17093,15969,6891,28
2022,2,골목상권,2110010,평창동서측,CS100010,커피-음료,78343,60091,18252,12595,12936,10429,12420,11711,13688,4564,274,3029,24631,26593,20388,3428,25809,51605,14169,12627,13392,14093,14412,8718,9
2022,2,골목상권,2110009,자하문터널,CS100010,커피-음료,3675,1695,1980,56,242,566,315,516,1192,788,15,16,739,1722,904,279,1161,2504,149,888,858,914,624,232,7
2022,2,골목상권,2110008,배화여자대학교(박노수미술관),CS100010,커피-음료,188762,123006,65756,22792,26146,25268,24207,24593,36165,29591,,12979,63145,70880,40684,1074,49327,137393,6986,82450,51784,20605,19677,5224,38
2022,2,골목상권,2110006,부암동주민센터,CS100010,커피-음료,2910,1519,1391,255,233,239,357,435,783,608,,32,983,1075,705,115,1064,1682,,349,718,635,637,410,4
